date,bps
202410200540,14950191
202410200545,1773769
202410200550,3351423
202410200555,1102706
202410200600,3782734
202410200605,3603170
202410200610,1987932
202410200615,13252646
202410200620,3305063
202410200625,1112742
202410200630,2607086
202410200635,3044393
202410200640,1971133
202410200645,12075918
202410200650,2315680
202410200655,3007560
202410200700,2563972
202410200705,2783627
202410200710,2263078
202410200715,10974493
202410200720,1467437
202410200725,2983979
202410200730,2369689
202410200735,2548419
202410200740,2036440
202410200745,10987164
202410200750,1460457
202410200755,3006773
202410200800,2333584
202410200805,2410496
202410200810,2046394
202410200815,9294232
202410200820,2804897
202410200825,3161833
202410200830,2302764
202410200835,2340059
202410200840,2076659
202410200845,9661270
202410200850,2196083
202410200855,3056247
202410200900,2533914
202410200905,2522152
202410200910,2103557
202410200915,10483231
202410200920,2175545
202410200925,3243898
202410200930,2831007
202410200935,2871314
202410200940,2665905
202410200945,11977026
202410200950,3907455
202410200955,2978333
202410201000,3310548
202410201005,3785336
202410201010,3285305
202410201015,14902771
202410201020,2817453
202410201025,2943041
202410201030,3873496
202410201035,3589980
202410201040,1879761
202410201045,17505856
202410201050,2893298
202410201055,3478424
202410201100,4466823
202410201105,1015314
202410201110,5158518
202410201115,19875321
202410201120,2802367
202410201125,3044614
202410201130,4949163
202410201135,984358
202410201140,5649307
202410201145,22575525
202410201150,2965444
202410201155,3909983
202410201200,6824970
202410201205,2193622
202410201210,6564037
202410201215,25392299
202410201220,4001723
202410201225,4076533
202410201230,6595248
202410201235,1990675
202410201240,6824002
202410201245,28000495
202410201250,3301584
202410201255,3272508
202410201300,6587339
202410201305,1067229
202410201310,6304249
202410201315,30160333
202410201320,3091473
202410201325,3319012
202410201330,6947401
202410201335,1144335
202410201340,6598048
202410201345,31777912
202410201350,3102465
202410201355,3369474
202410201400,6359755
202410201405,1038177
202410201410,6597517
202410201415,32684475
202410201420,3407921
202410201425,3163333
202410201430,2169339
202410201435,5254620
202410201440,6781586
202410201445,34204232
202410201450,3436535
202410201455,3181009
202410201500,2209549
202410201505,5258577
202410201510,6986230
202410201515,33461062
202410201520,3489811
202410201525,3146970
202410201530,1104232
202410201535,6449787
202410201540,8277849
202410201545,34177603
202410201550,3490531
202410201555,3190649
202410201600,1137893
202410201605,6510581
202410201610,7383437
202410201615,35072268
202410201620,4855284
202410201625,4052478
202410201630,1222424
202410201635,6687748
202410201640,9390833
202410201645,2411722
202410201650,37167625
202410201655,3142346
202410201700,2025071
202410201705,7188058
202410201710,7887429
202410201715,2210174
202410201720,37676086
202410201725,1708778
202410201730,4462595
202410201735,6820346
202410201740,9619316
202410201745,2204458
202410201750,38135554
202410201755,2270711
202410201800,3408137
202410201805,6860551
202410201810,7770210
202410201815,2246471
202410201820,38232479
202410201825,1230036
202410201830,3304235
202410201835,6740844
202410201840,10546677
202410201845,2202514
202410201850,36866780
202410201855,3628919
202410201900,3358114
202410201905,6931994
202410201910,8335940
202410201915,2355945
202410201920,38143871
202410201925,3692486
202410201930,3249311
202410201935,7646185
202410201940,11887111
202410201945,2502834
202410201950,39246383
202410201955,3732659
202410202000,3323214
202410202005,7722211
202410202010,9033809
202410202015,2271880
202410202020,40622099
202410202025,4053117
202410202030,5007217
202410202035,8142603
202410202040,9221071
202410202045,2105883
202410202050,40370256
202410202055,4161978
202410202100,3355518
202410202105,7745361
202410202110,1251076
202410202115,10435229
202410202120,41059316
202410202125,4884796
202410202130,3844344
202410202135,7382006
202410202140,1845597
202410202145,9373788
202410202150,39965785
202410202155,3560702
202410202200,3516607
202410202205,8805086
202410202210,1468653
202410202215,10245060
202410202220,42559695
202410202225,5543880
202410202230,3393146
202410202235,8371468
202410202240,2030233
202410202245,10268594
202410202250,41976826
202410202255,3859276
202410202300,3412876
202410202305,8463242
202410202310,2351701
202410202315,10656485
202410202320,46045148
202410202325,3939642
202410202330,3357726
202410202335,12393386
202410202340,1064596
202410202345,10182356
202410202350,46223646
202410202355,6827925
202410210000,3367760
202410210005,8712932
202410210010,1001873
202410210015,10426732
202410210020,47496014
202410210025,4270394
202410210030,4230139
202410210035,10285306
202410210040,1802076
202410210045,10135330
202410210050,48934249
202410210055,4203452
202410210100,3089171
202410210105,2686356
202410210110,7759703
202410210115,12527670
202410210120,45152740
202410210125,3970353
202410210130,3146143
202410210135,2521489
202410210140,6231940
202410210145,8998703
202410210150,40057265
202410210155,3533991
202410210200,3510279
202410210205,1487466
202410210210,6834549
202410210215,8256065
202410210220,34884807
202410210225,3170598
202410210230,3046585
202410210235,1198187
202410210240,7570043
202410210245,7883613
202410210250,2268940
202410210255,30649843
202410210300,3388669
202410210305,2291468
202410210310,5064521
202410210315,6246926
202410210320,2018312
202410210325,25607412
202410210330,3277500
202410210335,1210416
202410210340,4235949
202410210345,5302137
202410210350,1940405
202410210355,21104890
202410210400,1212523
202410210405,3228068
202410210410,3758493
202410210415,4514486
202410210420,1861203
202410210425,17573503
202410210430,1148074
202410210435,3249162
202410210440,3290052
202410210445,4170843
202410210450,1869282
202410210455,13916082
202410210500,1980965
202410210505,3262790
202410210510,2950586
202410210515,3264018
202410210520,2092253
202410210525,12538232
202410210530,1811922
202410210535,3253851
202410210540,2732362
202410210545,2825953
202410210550,2153733
202410210555,11202559
202410210600,1790632
202410210605,3232188
202410210610,2587429
202410210615,2569488
202410210620,2154034
202410210625,10399489
202410210630,1832502
202410210635,3301728
202410210640,2507469
202410210645,2416979
202410210650,2159956
202410210655,9678092
202410210700,1743675
202410210705,2957790
202410210710,2550864
202410210715,983668
202410210720,3579511
202410210725,9330326
202410210730,1564384
202410210735,2993242
202410210740,2533304
202410210745,983754
202410210750,3482610
202410210755,9326714
202410210800,1655441
202410210805,3054801
202410210810,2640550
202410210815,994801
202410210820,3494900
202410210825,9791492
202410210830,1635286
202410210835,3037760
202410210840,2880183
202410210845,1256705
202410210850,3378964
202410210855,11379400
202410210900,1973614
202410210905,3108570
202410210910,3375146
202410210915,1299231
202410210920,3927848
202410210925,14475820
202410210930,3039531
202410210935,4690762
202410210940,6116186
202410210945,3207580
202410210950,4980170
202410210955,19460098
202410211000,3719476
202410211005,4286608
202410211010,4995300
202410211015,1336138
202410211020,3901979
202410211025,19810714
202410211030,3307898
202410211035,4146511
202410211040,5587173
202410211045,3443160
202410211050,10905381
202410211055,21654705
202410211100,8185858
202410211105,8921789
202410211110,6579138
202410211115,36216204
202410211120,6026556
202410211125,29004232
202410211130,11120395
202410211135,19621243
202410211140,8218621
202410211145,41704491
202410211150,7005514
202410211155,95414064
202410211200,10010919
202410211205,27478544
202410211210,19717125
202410211215,54754076
202410211220,29510686
202410211225,41564837
202410211230,36845799
202410211235,48130759
202410211240,73077945
202410211245,43475451
202410211250,22543987
202410211255,52434552
202410211300,49819572
202410211305,40482946
202410211310,29610637
202410211315,55588238
202410211320,52220299
202410211325,61485080
202410211330,90066892
202410211335,105411357
202410211340,54650839
202410211345,68861921
202410211350,52779444
202410211355,30501072
202410211400,48451114
202410211405,15639575
202410211410,49118981
202410211415,42949303
202410211420,27245262
202410211425,13884095
202410211430,54702095
202410211435,18484671
202410211440,9766446
202410211445,26952680
202410211450,30699256
202410211455,9632519
202410211500,50817159
202410211505,15124411
202410211510,9530403
202410211515,61008186
202410211520,27547388
202410211525,16108742
202410211530,62778127
202410211535,48597908
202410211540,29824081
202410211545,38205559
202410211550,36850213
202410211555,21133665
202410211600,43913420
202410211605,26972564
202410211610,11924725
202410211615,17355932
202410211620,9055496
202410211625,7500421
202410211630,34284800
202410211635,20344245
202410211640,34029005
202410211645,37180099
202410211650,38611947
202410211655,38540608
202410211700,51038548
202410211705,43550117
202410211710,26512900
202410211715,38127947
202410211720,46839926
202410211725,63934310
202410211730,62463670
202410211735,52260489
202410211740,74135450
202410211745,56993082
202410211750,77962122
202410211755,67311016
202410211800,75618756
202410211805,62114970
202410211810,55568384
202410211815,63413130
202410211820,37816317
202410211825,48208344
202410211830,100138718
202410211835,76868132
202410211840,38256850
202410211845,57186685
202410211850,51979578
202410211855,52297627
202410211900,87563342
202410211905,79539877
202410211910,56850413
202410211915,55918948
202410211920,118233830
202410211925,38128745
202410211930,58335440
202410211935,62503179
202410211940,97485450
202410211945,60886255
202410211950,40591785
202410211955,68926642
202410212000,60667984
202410212005,60972441
202410212010,64108520
202410212015,55108743
202410212020,55193509
202410212025,93742205
202410212030,70645836
202410212035,83311675
202410212040,68038548
202410212045,67088589
202410212050,55498674
202410212055,55454111
202410212100,76208013
202410212105,50201125
202410212110,35416757
202410212115,55371705
202410212120,22787855
202410212125,46758349
202410212130,48390754
202410212135,38176975
202410212140,21650093
202410212145,36297831
202410212150,23384529
202410212155,48551269
202410212200,52838499
202410212205,37731305
202410212210,30844915
202410212215,43173910
202410212220,8317617
202410212225,21015757
202410212230,42646391
202410212235,6604823
202410212240,15680671
202410212245,11121488
202410212250,41834472
202410212255,13235537
202410212300,2512471
202410212305,46660554
202410212310,10183818
202410212315,8022088
202410212320,13103992
202410212325,13962691
202410212330,2727459
202410212335,50056545
202410212340,7100560
202410212345,1374209
202410212350,10645493
202410212355,17388099
202410220000,1976749
202410220005,47891656
202410220010,3592164
202410220015,1403477
202410220020,10594480
202410220025,13827182
202410220030,1834024
202410220035,48415082
202410220040,1733104
202410220045,4015532
202410220050,8815295
202410220055,15267580
202410220100,3259045
202410220105,46681588
202410220110,1568273
202410220115,2938670
202410220120,8329226
202410220125,13477462
202410220130,3150809
202410220135,40995978
202410220140,3758812
202410220145,3280848
202410220150,7479158
202410220155,15765544
202410220200,1880213
202410220205,36815333
202410220210,5874719
202410220215,3333441
202410220220,6392810
202410220225,8431579
202410220230,16950528
202410220235,31751343
202410220240,7134215
202410220245,3371086
202410220250,5613326
202410220255,7372656
202410220300,17012546
202410220305,31773429
202410220310,4397956
202410220315,3386441
202410220320,4905756
202410220325,1125285
202410220330,9239345
202410220335,34011075
202410220340,4332096
202410220345,3415947
202410220350,5046250
202410220355,1030098
202410220400,6143500
202410220405,20588273
202410220410,3929183
202410220415,22291769
202410220420,5086684
202410220425,984038
202410220430,5082542
202410220435,15674272
202410220440,10750399
202410220445,3092018
202410220450,3231652
202410220455,1067351
202410220500,4513274
202410220505,13326611
202410220510,1766031
202410220515,7028034
202410220520,2886359
202410220525,1010492
202410220530,4233838
202410220535,11751160
202410220540,1785359
202410220545,5529807
202410220550,2677529
202410220555,976084
202410220600,3993389
202410220605,10862352
202410220610,1763407
202410220615,10622400
202410220620,2472054
202410220625,1065080
202410220630,3716374
202410220635,9959501
202410220640,1876498
202410220645,19923414
202410220650,3690059
202410220655,1111375
202410220700,2972189
202410220705,9914834
202410220710,1919187
202410220715,3047294
202410220720,2364130
202410220725,5265376
202410220730,2978142
202410220735,9452987
202410220740,1906426
202410220745,3001441
202410220750,4725629
202410220755,2279181
202410220800,2794293
202410220805,9780456
202410220810,1953452
202410220815,2943617
202410220820,1301489
202410220825,4655221
202410220830,2937092
202410220835,10694317
202410220840,2037048
202410220845,3665312
202410220850,1371029
202410220855,4592586
202410220900,3312961
202410220905,12991950
202410220910,3682765
202410220915,3136436
202410220920,2235293
202410220925,4319756
202410220930,3691519
202410220935,1904927
202410220940,16572204
202410220945,4206041
202410220950,989068
202410220955,4168316
202410221000,10303435
202410221005,1680175
202410221010,18627115
202410221015,3599300
202410221020,1039399
202410221025,5363999
202410221030,9075420
202410221035,3009895
202410221040,20004173
202410221045,6466766
202410221050,2446212
202410221055,13267281
202410221100,8350223
202410221105,2769205
202410221110,21073515
202410221115,3062604
202410221120,12552548
202410221125,8342792
202410221130,6859814
202410221135,3675178
202410221140,23989379
202410221145,9747812
202410221150,8409612
202410221155,34072557
202410221200,78533121
202410221205,22736260
202410221210,72561374
202410221215,25036882
202410221220,42976165
202410221225,37097265
202410221230,49804492
202410221235,61056338
202410221240,72861667
202410221245,46289633
202410221250,32171264
202410221255,25469464
202410221300,35043575
202410221305,65043715
202410221310,45054334
202410221315,59534917
202410221320,50454864
202410221325,61534741
202410221330,26064286
202410221335,49748267
202410221340,44788130
202410221345,72617110
202410221350,32634669
202410221355,43981907
202410221400,54368058
202410221405,73304686
202410221410,54498100
202410221415,42370304
202410221420,65269779
202410221425,72027599
202410221430,71500480
202410221435,64175906
202410221440,93329707
202410221445,47648523
202410221450,38199723
202410221455,57439045
202410221500,23648151
202410221505,89627572
202410221510,49686434
202410221515,66687440
202410221520,35244765
202410221525,49006984
202410221530,24633558
202410221535,54604565
202410221540,52048390
202410221545,46671732
202410221550,38573238
202410221555,23931801
202410221600,31806316
202410221605,66984428
202410221610,76222962
202410221615,55136687
202410221620,37342254
202410221625,69909578
202410221630,29941744
202410221635,52505027
202410221640,59212735
202410221645,43128769
202410221650,36739890
202410221655,26103197
202410221700,31444093
202410221705,96551704
202410221710,100313946
202410221715,77835563
202410221720,103854493
202410221725,33770862
202410221730,48510735
202410221735,64604339
202410221740,49869282
202410221745,39599333
202410221750,61509304
202410221755,64961921
202410221800,80434855
202410221805,49556092
202410221810,80259603
202410221815,70008886
202410221820,151739421
202410221825,44365232
202410221830,122106078
202410221835,93121764
202410221840,99055526
202410221845,75404304
202410221850,38178483
202410221855,87693122
202410221900,69655461
202410221905,52315275
202410221910,58634687
202410221915,55533547
202410221920,39164872
202410221925,53463852
202410221930,27268120
202410221935,67468899
202410221940,27294540
202410221945,85743169
202410221950,55665666
202410221955,68543803
202410222000,29053746
202410222005,50914312
202410222010,34353351
202410222015,107978141
202410222020,35751956
202410222025,159900605
202410222030,27357168
202410222035,86247877
202410222040,30811924
202410222045,82741024
202410222050,36910849
202410222055,57941917
202410222100,23795324
202410222105,49276923
202410222110,44697117
202410222115,60831438
202410222120,30580856
202410222125,9336238
202410222130,14680399
202410222135,12445738
202410222140,4442362
202410222145,38747462
202410222150,21352866
202410222155,5827096
202410222200,8513950
202410222205,14574046
202410222210,2758349
202410222215,38706139
202410222220,13404150
202410222225,7624342
202410222230,2241287
202410222235,13391740
202410222240,2148359
202410222245,41441454
202410222250,12112714
202410222255,4600955
202410222300,3568581
202410222305,27428164
202410222310,3607628
202410222315,46726674
202410222320,3626103
202410222325,15309913
202410222330,2221952
202410222335,18588371
202410222340,2984345
202410222345,56807386
202410222350,3247997
202410222355,18362458
202410230000,4807060
202410230005,6539391
202410230010,12825247
202410230015,50587313
202410230020,2442792
202410230025,16116567
202410230030,7745903
202410230035,6490007
202410230040,13318940
202410230045,47527254
202410230050,4845897
202410230055,18910519
202410230100,9978501
202410230105,12104850
202410230110,28667793
202410230115,47945300
202410230120,20326556
202410230125,14205632
202410230130,3385346
202410230135,4574760
202410230140,23210895
202410230145,42985576
202410230150,2188547
202410230155,13920234
202410230200,4456480
202410230205,2505736
202410230210,15087416
202410230215,37686407
202410230220,2384544
202410230225,12417284
202410230230,1129213
202410230235,2634913
202410230240,14757307
202410230245,30952614
202410230250,1371647
202410230255,10553270
202410230300,1308374
202410230305,2271217
202410230310,8416702
202410230315,25395130
202410230320,6285944
202410230325,16596851
202410230330,1218995
202410230335,2388818
202410230340,7181468
202410230345,21304474
202410230350,1467767
202410230355,8913297
202410230400,1485464
202410230405,1572144
202410230410,6287145
202410230415,28995132
202410230420,6954707
202410230425,24532542
202410230430,14652423
202410230435,13280556
202410230440,13716502
202410230445,26840818
202410230450,8233278
202410230455,8857764
202410230500,8521510
202410230505,6735766
202410230510,8878902
202410230515,20692974
202410230520,8979132
202410230525,7301801
202410230530,5994049
202410230535,6553420
202410230540,8229742
202410230545,9149156
202410230550,19040191
202410230555,6303003
202410230600,5085061
202410230605,5558195
202410230610,6818262
202410230615,9570802
202410230620,29871569
202410230625,6775349
202410230630,39708131
202410230635,1346981
202410230640,3739797
202410230645,2981101
202410230650,10451425
202410230655,12259358
202410230700,22639589
202410230705,1307245
202410230710,3726913
202410230715,3655444
202410230720,9657022
202410230725,3214535
202410230730,1052509
202410230735,2111390
202410230740,5473933
202410230745,1851739
202410230750,9512403
202410230755,1348557
202410230800,2819597
202410230805,3539372
202410230810,6953337
202410230815,7013207
202410230820,9750016
202410230825,1358888
202410230830,2753886
202410230835,1261336
202410230840,5134260
202410230845,4274609
202410230850,11491230
202410230855,1454580
202410230900,2860465
202410230905,1626434
202410230910,5135076
202410230915,6735557
202410230920,14252353
202410230925,2757052
202410230930,4069185
202410230935,3858525
202410230940,5843642
202410230945,6451856
202410230950,16049563
202410230955,2523773
202410231000,4157602
202410231005,3337321
202410231010,3328484
202410231015,10283019
202410231020,19056613
202410231025,4931818
202410231030,3731575
202410231035,3149341
202410231040,4311864
202410231045,10955688
202410231050,18338696
202410231055,3093532
202410231100,5486854
202410231105,2457325
202410231110,4425961
202410231115,12504039
202410231120,21543052
202410231125,4712253
202410231130,9715093
202410231135,8293912
202410231140,41022198
202410231145,19776951
202410231150,33240205
202410231155,4364033
202410231200,15401944
202410231205,23160710
202410231210,47020953
202410231215,34779109
202410231220,22727909
202410231225,9416490
202410231230,58496774
202410231235,17927578
202410231240,15304177
202410231245,27655593
202410231250,46143500
202410231255,22109459
202410231300,18361883
202410231305,3679274
202410231310,51323763
202410231315,49421378
202410231320,30845638
202410231325,6834641
202410231330,10805774
202410231335,7644970
202410231340,30997647
202410231345,25717267
202410231350,33882000
202410231355,17926970
202410231400,28079819
202410231405,40639899
202410231410,49962317
202410231415,76103920
202410231420,174445413
202410231425,111613738
202410231430,60784364
202410231435,227722478
202410231440,51985178
202410231445,70551832
202410231450,55100882
202410231455,75018924
202410231500,29639762
202410231505,9973102
202410231510,7052319
202410231515,171361240
202410231520,32235142
202410231525,3447565
202410231530,14959723
202410231535,9949913
202410231540,6603768
202410231545,24771263
202410231550,8564427
202410231555,35242786
202410231600,10208168
202410231605,6744781
202410231610,9960151
202410231615,14734697
202410231620,16988453
202410231625,29481015
202410231630,6251498
202410231635,8860415
202410231640,7872327
202410231645,18435621
202410231650,16719794
202410231655,33105318
202410231700,10713110
202410231705,18055827
202410231710,17205056
202410231715,85216636
202410231720,11670479
202410231725,36439387
202410231730,14891012
202410231735,16840296
202410231740,103481666
202410231745,118947195
202410231750,29918020
202410231755,51636399
202410231800,80221198
202410231805,23624792
202410231810,43645512
202410231815,122392039
202410231820,29545461
202410231825,53113474
202410231830,56771636
202410231835,14630602
202410231840,26641905
202410231845,65692605
202410231850,13763621
202410231855,52054480
202410231900,62564604
202410231905,30199413
202410231910,23777583
202410231915,77284804
202410231920,16718244
202410231925,58726858
202410231930,34955843
202410231935,36064182
202410231940,49186410
202410231945,61387899
202410231950,43771303
202410231955,52178582
202410232000,44897326
202410232005,43931756
202410232010,42204928
202410232015,61874504
202410232020,67131131
202410232025,53927595
202410232030,18751892
202410232035,22075506
202410232040,14711193
202410232045,40463162
202410232050,28118244
202410232055,52338531
202410232100,10982023
202410232105,45043093
202410232110,11450798
202410232115,27093175
202410232120,18263857
202410232125,35581477
202410232130,8722827
202410232135,9613478
202410232140,4548995
202410232145,1960161
202410232150,18629695
202410232155,40142484
202410232200,13229250
202410232205,6668106
202410232210,6309189
202410232215,4061278
202410232220,19397374
202410232225,43250797
202410232230,2566554
202410232235,5047002
202410232240,3629353
202410232245,12814281
202410232250,20253718
202410232255,54771668
202410232300,2075899
202410232305,10339721
202410232310,2966100
202410232315,2230036
202410232320,21292429
202410232325,48434654
202410232330,2028117
202410232335,8853199
202410232340,1533011
202410232345,1495388
202410232350,22287332
202410232355,50920765
202410240000,1824780
202410240005,7851930
202410240010,1488095
202410240015,116677839
202410240020,28587032
202410240025,54263061
202410240030,2116576
202410240035,4439783
202410240040,1721210
202410240045,36129646
202410240050,22150403
202410240055,45405730
202410240100,2989637
202410240105,9453931
202410240110,6434339
202410240115,3236728
202410240120,20755369
202410240125,42142411
202410240130,1914674
202410240135,3972335
202410240140,9913396
202410240145,1621901
202410240150,18303258
202410240155,1360107
202410240200,37685920
202410240205,4600588
202410240210,15558842
202410240215,1317344
202410240220,15842239
202410240225,1073206
202410240230,32407711
202410240235,3927555
202410240240,18878039
202410240245,1917809
202410240250,7182881
202410240255,8192579
202410240300,37182896
202410240305,3806912
202410240310,1176392
202410240315,1429435
202410240320,6703998
202410240325,6234648
202410240330,38183653
202410240335,3581340
202410240340,13735181
202410240345,10282219
202410240350,5610971
202410240355,7945757
202410240400,31543996
202410240405,4568821
202410240410,1225725
202410240415,1359214
202410240420,80297008
202410240425,4636951
202410240430,17149630
202410240435,1493799
202410240440,3221346
202410240445,1196997
202410240450,3858266
202410240455,3932878
202410240500,15527125
202410240505,1465397
202410240510,3090360
202410240515,2732480
202410240520,3435174
202410240525,3590969
202410240530,14123909
202410240535,1315082
202410240540,2933213
202410240545,1297754
202410240550,3135519
202410240555,4040917
202410240600,22453425
202410240605,1416547
202410240610,2904099
202410240615,1196716
202410240620,1275286
202410240625,4950806
202410240630,29890574
202410240635,1372521
202410240640,2997781
202410240645,1204889
202410240650,1165011
202410240655,4559369
202410240700,42398283
202410240705,1319618
202410240710,2950999
202410240715,1374411
202410240720,1156255
202410240725,5772302
202410240730,53021206
202410240735,1299768
202410240740,2908438
202410240745,1212727
202410240750,1175389
202410240755,4453468
202410240800,26797244
202410240805,1301332
202410240810,3078959
202410240815,1465293
202410240820,1334685
202410240825,4774622
202410240830,35733753
202410240835,1287143
202410240840,3021217
202410240845,1257474
202410240850,24161886
202410240855,5697199
202410240900,12995286
202410240905,3268160
202410240910,4494535
202410240915,3643405
202410240920,2295837
202410240925,15403295
202410240930,15028643
